168,54,169.7142857,1.484614978,51.82857143,5.828431371,0
170,54,169.7142857,1.484615,51.82857,5.828431,0
170,54,169.7142857,1.484615,51.82857,5.828431,0
170,52,169.7142857,1.484615,51.82857,5.828431,0
170,44,169.7142857,1.484615,51.82857,5.828431,0
170,54,169.7142857,1.484615,51.82857,5.828431,0
170,54,169.7142857,1.484615,51.82857,5.828431,0
170,54,169.7142857,1.484615,51.82857,5.828431,0
173,49,169.7142857,1.484615,51.82857,5.828431,0
170,52,169.7142857,1.484615,51.82857,5.828431,0
168,57,169.7142857,1.484615,51.82857,5.828431,0
168,57,169.7142857,1.484615,51.82857,5.828431,0
170,54,169.7142857,1.484615,51.82857,5.828431,0
170,52,169.7142857,1.484615,51.82857,5.828431,0
173,54,169.7142857,1.484615,51.82857,5.828431,0
168,49,169.7142857,1.484615,51.82857,5.828431,0
170,54,169.7142857,1.484615,51.82857,5.828431,0
170,52,169.7142857,1.484615,51.82857,5.828431,0
168,54,169.7142857,1.484615,51.82857,5.828431,0
170,46,169.7142857,1.484615,51.82857,5.828431,0
168,54,169.7142857,1.484615,51.82857,5.828431,0
170,52,169.7142857,1.484615,51.82857,5.828431,0
170,46,169.7142857,1.484615,51.82857,5.828431,0
170,54,169.7142857,1.484615,51.82857,5.828431,0
170,52,169.7142857,1.484615,51.82857,5.828431,0
170,54,169.7142857,1.484615,51.82857,5.828431,0
170,54,169.7142857,1.484615,51.82857,5.828431,0
170,54,169.7142857,1.484615,51.82857,5.828431,0
170,54,169.7142857,1.484615,51.82857,5.828431,0
170,54,169.7142857,1.484615,51.82857,5.828431,0
168,52,169.7142857,1.484615,51.82857,5.828431,0
165,42,169.7142857,1.484615,51.82857,5.828431,0
173,57,169.7142857,1.484615,51.82857,5.828431,0
170,60,169.7142857,1.484615,51.82857,5.828431,0
170,25,169.7142857,1.484615,51.82857,5.828431,0
175,64,175,0,64.17647059,3.815375922,1
175,67,175,0,64.17647,3.815376,1
175,62,175,0,64.17647,3.815376,1
175,62,175,0,64.17647,3.815376,1
175,64,175,0,64.17647,3.815376,1
175,64,175,0,64.17647,3.815376,1
175,60,175,0,64.17647,3.815376,1
175,64,175,0,64.17647,3.815376,1
175,59,175,0,64.17647,3.815376,1
175,59,175,0,64.17647,3.815376,1
175,64,175,0,64.17647,3.815376,1
175,64,175,0,64.17647,3.815376,1
175,64,175,0,64.17647,3.815376,1
175,64,175,0,64.17647,3.815376,1
175,67,175,0,64.17647,3.815376,1
175,64,175,0,64.17647,3.815376,1
175,62,175,0,64.17647,3.815376,1
175,64,175,0,64.17647,3.815376,1
175,64,175,0,64.17647,3.815376,1
175,64,175,0,64.17647,3.815376,1
175,64,175,0,64.17647,3.815376,1
175,64,175,0,64.17647,3.815376,1
